Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2025,"12        ",Female,17,Right-Handed,5'1,idk,idk,2,Car,15,10,30,Soccer,1000,1000,1000,1000,1000,1000,idk,"Right foot",idk,idk,"Index finger",September,Winter,No,No,"No favorite",Other,English,7,7,6,"Yes - dial-up connection","Text messaging",300,300,30min,30min,"2 hrs",30min,30min,30min,30min,30min,30min,30min,30min,"30 mi",Some,"High school",Other,Invisibility,Happy,Friend,Health
USA,NC,2025,"11        ",Male,17,Right-Handed,182.8,28,185.4,1,Car,24,0.32,55,Basketball,500,500,200,800,200,600,28,"Same length",95.25,80,"Index finger",July,Summer,No,No,Meat,Water,"Physical education",8,9,4,"Yes - broadband connection","Internet chat or instant messaging",50,50,4,10,0,7,6,4,20,0,5,4,0,4,"Very little","Undergraduate degree",Country,Telepathy,Happy,"Religious figure",Religious
USA,AK,2025,"12        ",Male,18,Right-Handed,190.5,12,76.5,1,Car,4,0.278,49,"Football (American)",800,400,0,700,500,500,11,"Same length",36,35,"Index finger",December,Summer,No,No,Meat,Water,History,6,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",3,20,35,1,3,15,15,5,20,10,5,5,2,8,"Very little","Undergraduate degree",Country,Fly,Happy,Friend,Religious
USA,PA,2025,"11        ",Male,18,Right-Handed,172,25.4,169,1,Car,"7 ",0.454,56,"Football (American)",500,500,100,100,100,200,24.9,"Left foot",85,85,"Same length",November,Spring,No,No,Seafood,Water,"Physical education",6,9,4,"Yes - broadband connection","Cell phone",4,7,27,5,0,5,8,0,2,1,16,8,12,12,Some,"High school",Country,Telepathy,Happy,"Coach or club leader",Health
USA,NC,2025,"10        ",Female,16,Right-Handed,165,25.4,163,1,Car,10,0.503,46,Other,1000,1000,1000,1000,600,700,"15,4","Same length",76.2,63.5,"Index finger",March,Fall,No,No,"Rice/Noodle dishes",Juice,Art,8,10,4,"Yes - broadband connection","Text messaging",400,360,7,3,21,14,0,14,10,10,100,10,0,2,"A lot","Graduate degree",Other,Fly,Happy,Friend,Environment
USA,CA,2025,"12        ",Female,17,Right-Handed,151,,,3,Walk,6," 0.37",34,Other,,,,,,,,,7,7,"Same length",August,Spring,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,7,8,4,"Yes - broadband connection","Text messaging",3,8,,,,,,,,,,,,,Some,"High school",Pop,Invisibility,Happy,Relative,"International aid"
USA,NC,2025,"10        ",Male,15,Left-Handed,180,29,184,1,Bus,32,0.439,45,Skateboarding/Rollerblading,957,797,631,733,428,246,29,"Same length",100,90,"Index finger",May,Fall,Yes,No,Seafood,Water,Art,6,10,4,"Yes - broadband connection","Cell phone",37,10,3,5,33,10,3,3,80,5,3,2,0,1,"A lot","Some college",Pop,"Freeze time",Rich,Friend,Health
USA,IN,2025,"11        ",Male,16,Right-Handed,,27,,1,Car,8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2025,"12        ",Female,16,Right-Handed,162.6,21.5,170.2,2,Bus,20-25,0.367,38,Athletics,6,3,4,5,2,1,21.5,"Same length",75,80,"Ring finger",October,Spring,No,No,Seafood,Water,"Physical education",6,3,4,"Yes - broadband connection","Text messaging",100,100,6,80,2,2,0,0,168,120,168,20,0,24,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,Other,Health
USA,IN,2025,"11        ",Male,16,Right-Handed,,27,,1,Car,8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2025,"11        ",Male,16,Right-Handed,,27,,1,Car,8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TN,2025,"12        ",Male,18,Right-Handed,157.5,22,143,1,Bus,"25 ",.393,39,Walking/Hiking,861,775,770,738,278,417,23,"Left foot",70,80,"Ring finger",February,Fall,No,No,Meat,"Soft drink (caffeinated)",Art,6,10,3,"Yes - other","Cell phone",250,250,0,6,0,0,1,6,1,4,6,0,0,0,"Very little","Some college",Other,"Freeze time",Happy,Teacher,"Wildlife, animals"
USA,TX,2025,"12        ",Female,18,Right-Handed,155,21.59,116.8,1,Car,8,0.446,32,Walking/Hiking,1000,909,914,824,476,658,21.6,"Same length",63.5,66,"Ring finger",April,Fall,Yes,No,Poultry,"Soft drink (caffeinated)","Mathematics and statistics",7,10,2,"Yes - broadband connection","In person",168,119,8,1,3,40,1,6,30,12,60,12,4,4,"Very little","Graduate degree",Pop,Telepathy,Rich,Relative,Health
USA,VT,2025,"10        ",Male,16,Right-Handed,178,25,185,1,Car,3,0.3,40,"Hockey (Ice)",832,721,973,947,471,888,26,"Left foot",90,70,"Index finger",August,Summer,No,No,"No favorite",Water,"Mathematics and statistics",8,10,4,"Yes - broadband connection","In person",7,30,15,0.5,8,12,17,0,8,1.5,10,3,0,1,"Very little","Graduate degree",Country,Telepathy,Rich,"Sports person",Health
USA,NC,2025,"10        ",Male,16,Right-Handed,,9.5,,1,Car,15,,,Skateboarding/Rollerblading,,,,,,,,,,,"Ring finger",May,Summer,Yes,No,Poultry,"Powdered drink",Art,7,9,4,"Yes - broadband connection","Internet chat or instant messaging",17,19,,,,,,,,,,,,,Some,"Graduate degree",Pop,"Freeze time",Rich,"Community leader or elder",Health
USA,AK,2025,"12        ",Male,18,Right-Handed,185,25,182.8,1,Car,20,.321,40,"Hockey (Ice)",230,230,337,524,866,888,25.9,"Left foot",91.4,78.7,"Index finger",October,Fall,No,No,Pizza/Pasta,"Sports drink",History,7,11,3,"Yes - broadband connection","Text messaging",15,20,9,2,4,5,9,7,10,1,5,2,0,2,"Very little","Graduate degree",Country,Telepathy,Rich,"Sports person","Education/Youth development"
USA,WA,2025,"11        ",Female,17,Right-Handed,164,20,52,2,Bus,20,0.574,60,Basketball,1000,1000,100,500,500,1000,20,"Same length",7,6.3,"Index finger",December,Summer,Yes,No,Other,Water,Other,7,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,50,1,1,1,1,0,10,2,2,7,0,7,"A lot","Some college",Reggae,Telepathy,Happy,Friend,"Wildlife, animals"
USA,NJ,2025,"11        ",Male,16,Right-Handed,166,23,168,2,Bus,11,0.306,26,Soccer,1000,1000,1000,1000,1000,1000,25,"Left foot",7,7,"Same length",December,Summer,No,No,Other,Water,Science,6,10,5,"Yes - broadband connection","In person",40,52,3,2,10,21,2,6,9,1,4,4,0,3,Some,"Graduate degree",Other,Telepathy,Happy,Relative,Other
USA,NC,2025,"12        ",Male,16,Right-Handed,177,20,177,3,Car,10,"0,27",36,Baseball/Softball,0,0,0,0,1000,1000,20,"Same length",70,67,"Index finger",April,Spring,No,No,Pizza/Pasta,Water,Other,8,8,1,"Yes - other","Cell phone",20,100,8,3,0,0,5,0,24,0,20,0,0,0,None,Other,Other,Fly,Rich,Friend,"Arts, culture, sports"
USA,OR,2025,"12        ",Female,18,Right-Handed,172,2e,171,1,Car,10,0.304,31,Swimming,850,500,500,750,500,750,25,"Left foot",9,9,"Same length",December,Summer,No,No,Poultry,Water,"Social studies",8,8,5,"Yes - broadband connection","Text messaging",75,75,10,2,10,5,16,0,6,2,10,10,15,1,"Very little","Undergraduate degree",Other,"Freeze time",Rich,Relative,Health
USA,CA,2025,"12        ",Female,18,Right-Handed,158,24,145,1,Car,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SC,2025,"11        ",Male,17,Right-Handed,168,28,73,1,Car,7,.48,44,Other,1000,800,800,800,400,850,27,"Left foot",51.8,51.4,"Ring finger",July,Fall,No,No,Meat,Water,Other,7,8,5,"Yes - other","Cell phone",12,14,9,12,1,7,15,1,2,3,18,4,40,3,Some,"High school",Country,"Super strength",Rich,Relative,Environment
USA,WA,2025,"12        ",Male,16,Right-Handed,170,26,168,2,Bus,10,.274,,Soccer,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2025,"12        ",Female,17,Right-Handed,160,22.86,19..7,1,Bus,6,0.556,49,Dancing,888,439,765,610,481,1000,22.86,"Same length",7.1,6.4,"Index finger",May,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,6,9,3,"Yes - broadband connection","In person",40,53," 42",24,5,26,7,0,50,50,15,4,20,3,"A lot",,"Rap/Hip hop","Freeze time",Rich,"Religious figure",Health
USA,GA,2025,"12        ",Male,17,Right-Handed,140,26,165,1,Bus,15,0.335,37,Athletics,385,112,187,176,415,802,26,,80,80,"Ring finger",September,Summer,No,No,Meat,Juice,"Physical education",4,9,3,"Yes - broadband connection","Internet chat or instant messaging",15,4,0,0,0,.75,.5,30,4,20,20,0,0,0,Some,"Some college","Rap/Hip hop","Super strength",Rich,"Sports person",Health
USA,VA,2025,"11        ",Female,17,Right-Handed,162.5,23.62,153.6,1,Car,60,0.443,42,Dancing,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2025,"12        ",Male,42,Ambidextrous,177,28,185,1,Car,15,.385,44,Baseball/Softball,1000,500,750,500,750,1000,29,"Left foot",720,800,"Ring finger",June,Spring,Yes,No,Poultry,Water,"Computers and technology",7,9,4,"Yes - broadband connection","In person",12,15,2,0.5,0,30,4,0,3,1,4,20,40,10,Some,"Graduate degree","Rock and roll",Telepathy,Happy,Politician,Environment
USA,NJ,2025,"12        ",Female,18,Right-Handed,"166 ","24 ","164 ",1,Car,30,0.8,35,Lacrosse,759,684,989,412,128,235,24,"Same length",80,77,"Index finger",December,Summer,No,No,Pizza/Pasta,Water,Art,9,10,5,"Yes - other","Cell phone",30,30,10,,,,,,,,,,,,,,,,,,
USA,NC,2025,"10        ",Female,16,Left-Handed,157,22,135,3,Car,5,0.409,43,Dancing,700,500,100,500,150,900,22,"Same length",67.5,67.5,"Same length",March,Summer,No,No,Pizza/Pasta,"Energy drink",History,5,10,4,"Yes - other","Text messaging",20,50,2.5,3,14,6,0,0,21,14,21,0,30,3,"A lot","Graduate degree",Country,Fly,Rich,"Religious figure","Arts, culture, sports"
USA,IL,2025,"12        ",Male,19,Right-Handed,5´11,,,1,Other,2,10,idk,None,-1000,0,0,0,1,1,10000,"Same length",,,,December,Summer,No,No,Other,Other,Other,2,2,12,"No internet connection",Other,32000,50000,0,0,0,0,0,00,0,00,0,0,0,0,"A lot","Less than high school",Other,"Super strength",Rich,Other,Other
USA,WI,2025,"11        ",Female,17,Right-Handed,171,33,150,2,Car,15,0.439,46,Other,,,,,,,33,"Same length",82,75,"Index finger",May,Summer,No,No,Desserts,Water,Other,8,11,3,"Yes - broadband connection","In person",4,15,5,1,10,3,4,1,8,3,6,6,10,3,"A lot","Graduate degree",Country,"Freeze time",Happy,Relative,Health
USA,MI,2025,"12        ",Female,17,Right-Handed,,,,2,Car,7,1.4,35,Soccer,818,10000,646,896,203,203,,,,,"Index finger",October,Fall,No,No,"Rice/Noodle dishes","Energy drink",English,6,9,4,"Yes - other","Text messaging",50,45,20,0,14,3,0,0,4,43,24,20,26,10,Some,"Graduate degree",Pop,Telepathy,Rich,Friend,"Wildlife, animals"
USA,PA,2025,"12        ",Male,18,Right-Handed,167,27,170,1,Car,5,0.316,37,Tennis,604,615,487,733,914,909,27,"Same length",70,78,"Ring finger",April,Spring,No,No,Meat,Milk,Science,6,9,3,"Yes - other","Internet chat or instant messaging",50,30,20,1,0,4,3,6,0,5,10,0,25,2,Some,"Undergraduate degree","Heavy metal",Fly,Happy,"Musician or singer","Arts, culture, sports"
USA,SC,2025,"11        ",Female,18,Right-Handed,160,24,160,1,Car,20,0.834,47,Dancing,310,679,1000,920,503,508,23,"Right foot",50,60,"Ring finger",October,Summer,Yes,No,Meat,Tea,Science,6,8,5,"Yes - other","Cell phone",2,5,5,2,6,3,3,0,3,1,4,3,20,3,Some,"Graduate degree",Country,Fly,Happy,Relative,Health
USA,NJ,2025,"11        ",Female,16,Right-Handed,165.1,22,162.6,1,Bus,30,0.269,33,"Martial Arts",604,1000,455,572,118,941,22,"Same length",80,70,"Index finger",May,Spring,Yes,No,Seafood,Water,Art,"9 ",9,5,"Yes - other","In person",13,8,7,1,2,7,4,1,4,3,6,7,0,3,"Very little","Some college","Punk rock","Freeze time",Rich,"Doctor or nurse","Education/Youth development"
USA,PA,2025,"12        ",Male,17,Right-Handed,176.5,27.3,182.1,1,Car,7,.306,24,Other,77,71,34,41,78,80,27.4,"Left foot",71.1,75.4,"Ring finger",July,Summer,No,No,Meat,Milk,Science,4.5,6,5,"Yes - broadband connection","Internet chat or instant messaging",14,11,20,3,0,2,20,25,2,3,30,8,19,3,"A lot","Undergraduate degree",Jazz,Fly,Happy,Other,Environment
USA,MA,2025,"12        ",Female,17,Right-Handed,165,27,151,1,Car,25,.36,35,Skateboarding/Rollerblading,600,600,400,400,500,600,26,"Right foot",80,70,"Index finger",May,Fall,No,No,"Rice/Noodle dishes","Energy drink","Social studies",8,11,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,28,10,10,3,20,0,0,24,18,30,10,35,8,Some,"Some college",Other,"Super strength",Happy,Relative,Health
USA,FL,2025,"9         ",Male,,Right-Handed,168,27,182,2,Car,7,0.21,9,Basketball,800,700,500,200,800,1000,31,"Same length",9,9,"Same length",June,Summer,No,No,Seafood,Water,"Physical education",8-12,0-16,6,"Yes - other","Cell phone",10,120,10,10,0,8,8,15,12,8,7,4,0,1,None,"Graduate degree",Other,"Freeze time",Rich,Other,Other
USA,AK,2025,"12        ",Male,17,Right-Handed,175.2,26.5,175,2,Car,10,0.415,36,Soccer,800,800,900,700,200,500,26.5,"Same length",70.49,73.69,"Ring finger",October,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",7,9,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",50,50,5,4,5,6,2,6,7,2,3,8,21,0,Some,"Some college","Rap/Hip hop",Invisibility,Rich,Actor,Religious
USA,SC,2025,"11        ",Female,17,Right-Handed,150,21,150,2,Car,15,0.33,33,Bowling,1000,1000,1000,1000,1000,1000,21,"Same length",85,90,"Ring finger",May,Fall,Yes,No,Pizza/Pasta,Water,Art,6-7,4-9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",500+,500+,0,0,25,49,0,19,55,55,70,7,0,10,Some,"High school",Techno/Electronic,Invisibility,Happy,Other,"Wildlife, animals"
USA,VT,2025,"12        ",Female,18,Right-Handed,157,22,155,1,Car,3,0.53,42,Athletics,900,900,500,400,650,700,22,"Same length",127,127,"Same length",November,Summer,No,No,"Rice/Noodle dishes",Water,History,7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",55,75,5,10,8,12,9,0,30,35,45,13,8,0,Some,"Undergraduate degree",Other,Telepathy,Rich,Relative,"Wildlife, animals"
USA,GA,2025,"12        ",Female,17,Right-Handed,160,24,162,2,Bus,62,.39,44,Gymnastics,572,289,604,711,904,1000,24,"Same length",85,80,"Index finger",March,Summer,Yes,No,Seafood,Water,Other,8,13,4,"Yes - broadband connection","Text messaging",100,100,6,100,12,28,0,0,0,0,0,0,0,0,Some,"Graduate degree",Other,"Super strength",Happy,Relative,Health
USA,MA,2025,"12        ",Male,18,Right-Handed,177.8,26.67,170.1,1,Car,10,0.471,42,"Football (American)",770,717,765,925,545,663,26.28,"Right foot",76.2,63.5,"Index finger",November,Summer,No,No,Meat,Water,History,7,8,6,"Yes - broadband connection","Text messaging",50,70,14,5,8,5,21,0,6,7,5,4,14,6,Some,"Graduate degree",Other,"Super strength",Happy,Relative,Religious
USA,VT,2025,"12        ",Male,16,Right-Handed,175.2,27.94,174.3,"1 ",Car,5,0.384,31,"Hockey (Ice)",700,200,"500 ",900,200,500,27.94,"Same length",8,8.5,"Ring finger",November,Summer,Yes,No,Meat,"Sports drink","Physical education",7.5,9,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog","a lot","a lot",28,"5 ",0,35,7,4,4,9,4,7,17,"5 ",Some,"High school",Country,Fly,Famous,"Sports person","Wildlife, animals"
USA,OH,2025,"12        ",Male,18,Right-Handed,178,29,180,1,Car,8,.3,38,Basketball,400,300,562,423,234,554,29,"Same length",80,85,"Ring finger",September,Fall,No,No,Meat,Water,History,9,8,6,"Yes - broadband connection","Cell phone",1,2,0,0,1,1,6,7,0,0,7,12,15,1,"Very little","Some college","Rap/Hip hop","Super strength",Rich,"Sports person",Health
USA,OR,2025,"12        ",Female,18,Right-Handed,5'5,23.5,164,2,Car,15,0.154,42,Walking/Hiking,1000,1000,1000,1000,1000,800,23.5,"Same length",70,75,"Ring finger",April,Fall,No,No,Pizza/Pasta,Tea,History,5,8,5,"Yes - other","Text messaging",50,50,30,1,10,12,10,0,5,5,10,0,35,4,"A lot",Other,"Rock and roll",Invisibility,Rich,"Coach or club leader","Education/Youth development"
USA,GA,2025,"12        ",Female,17,Right-Handed,162.6,23.5,159,1,Bus,12,0.532,63,None,813,610,1000,930,497,663,26,"Left foot",70,70,"Ring finger",January,Spring,Yes,No,"Rice/Noodle dishes",Water,"Social studies",6,8,2,"Yes - broadband connection","Cell phone",7,100,2-3,1-2,1,12,0,1,20,6,50,30,20,3-4,Some,"Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Other,"International aid"
USA,NC,2025,"12        ",Female,18,Right-Handed,167,23.5,,1,Car,15,0.353,39,Bowling,50,100,100,50,0,100,23.5,"Right foot",55,55,"Same length",September,Summer,Yes,No,Seafood,"Soft drink (caffeinated)",History,6,10,4,"Yes - other","Cell phone",40,38,4,1,3,1,0,0,6,6,3,4,40,3,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,Health
USA,NC,2025,"12        ",Male,17,Right-Handed,167.6,25,175.3,1,Car,6,.447,49,Other,1000,750,570,510,500,550,24,"Right foot",130,80,,August,Fall,No,No,Meat,Milk,Science,8,11,7,"Yes - other","Text messaging",5,100,7,0,1,0,0,0,5,0,1,7,0,2,Some,"Graduate degree",Country,Telepathy,Happy,Friend,"Wildlife, animals"
USA,WA,2025,"11        ",Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2025,"10        ",Male,16,Right-Handed,180,25,183,1,Car,20,0.313,31,"Martial Arts",800,900,200,100,300,1000,25,"Same length",102,102,"Same length",January,Spring,Yes,No,Desserts,Juice,Science,6,12,4,"Yes - broadband connection","In person",60,20,40,20,20,5,30,8,10,10,25,1,15.5,7,Some,"Graduate degree","Punk rock",Telepathy,Happy,"Sports person",Environment
USA,NC,2025,"12        ",Male,17,Right-Handed,6'2,32,6'4,2,Car,7,.289,44,Other,60,60,60,60,100,100,31,"Right foot",100,100,,January,Fall,Yes,No,Poultry,Water,"Physical education",6,7,6,"Yes - broadband connection","In person",2many,2many,7,2,2,2,2,6,4,4,6,0,8,2,Some,"Graduate degree",Other,Telepathy,Happy,Other,Health
USA,SC,2025,"11        ",Male,18,Right-Handed,5'5,26,426.7,1,Car,10,0.462,49,Skateboarding/Rollerblading,791,610,626,807,642,701,26,"Same length",101.6,101.6,"Same length",December,Winter,No,No,"Rice/Noodle dishes",Juice,"Social studies",7,11,4,"Yes - broadband connection","Cell phone",5,27,12,4,4,3,0,4,7,2,18,0,8,3,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,"Community leader or elder",Environment
USA,VA,2025,"11        ",Female,17,Right-Handed,150,2,142,2,Bus,7,0.35,52,Other,900,700,600,600,200,300,2,"Same length",7,7,"Same length",February,Summer,No,No,Pizza/Pasta,Water,Other,7,10,7,"Yes - other","Text messaging",350,300,0,20+,8,5,6,2,1,10,25,5,0,4,"A lot","Some college",Other,Invisibility,Healthy,Relative,Health
USA,NC,2025,"12        ",Male,18,Right-Handed,182.2,27.94,177.8,1,Car,15,0.407,33,"Football (American)",500,300,800,800,600,200,29.36,"Left foot",92,104.8,"Ring finger",November,Summer,Yes,No,Meat,Water,History,8,7,3,"Yes - broadband connection","Internet chat or instant messaging",30,60,25,7,1,15,1,4,21,7,56,1,23,6,Some,"Some college",Other,"Freeze time",Happy,Relative,Environment
USA,NC,2025,"11        ",Male,17,Right-Handed,183,28,188,2,Car,7,0.302,50,"Martial Arts",1000,497,1000,1000,519,1000,28,"Same length",32,35,"Ring finger",October,Fall,No,No,Poultry,Water,History,8,10,4,"Yes - broadband connection","Internet chat or instant messaging",25,50,45,1,2,7,8,25,2,1,30,0,0,4,"A lot","Graduate degree",Other,"Super strength",Healthy,Relative,Health
USA,FL,2025,"12        ",Female,16,Right-Handed,171,27,188,1,Car,6,0.586,48,Other,877,460,743,594,118,396,27,"Same length",88,82,"Index finger",March,Summer,No,No,Desserts,Juice,Science,7,10,2,"Yes - other","Text messaging",50,200,0,7,5,2,7,0,22,3,30,0,0,3,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Rich,Relative,"Arts, culture, sports"
USA,IL,2025,"12        ",Female,17,Right-Handed,,,,,Car,5,,,Other,,,,,,,,,,,,July,Summer,No,No,Meat,"Energy drink","Mathematics and statistics",6,12,4,"Yes - other","Internet chat or instant messaging",,,,,,,,,,,,,,,"Very little",Other,Country,"Freeze time",Happy,Other,"Wildlife, animals"
USA,SC,2025,"11        ",Male,16,Right-Handed,175,27,185,1,Car,14,.386,46,Other,193,171,187,175,820,950,27,"Same length",82.5,76,"Index finger",January,Summer,Yes,No,Meat,Water,"Physical education",,8,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",254,306,10,28,5,20,18,6,20,25,15,20,0,2,Some,"High school",Country,Fly,Rich,Other,"Wildlife, animals"
USA,VA,2025,"11        ",Female,18,Right-Handed,160.0,22.9,,2,Bus,6,0.436,55,Walking/Hiking,1000,1000,513,449,262,1000,22.9,"Same length",7.5,8.4,"Ring finger",October,Fall,No,No,Other,Water,History,8,7-5,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,50,10,6,0,15,0,1,5,10,0,0,25,2,"Very little","High school",Other,Invisibility,Healthy,Other,Religious
USA,CO,2025,"12        ",Male,18,Right-Handed,186,26,183,1,Car,15,.315,44,Soccer,749,497,401,583,278,321,25,"Right foot",100,110,"Ring finger",October,Spring,No,No,Meat,Water,"Mathematics and statistics",7,8,5,"Yes - broadband connection","In person",20,20,15,1,10,20,20,5,8,3,3,1,20,2,"A lot","Graduate degree",Jazz,Fly,Happy,Relative,Health
USA,VA,2025,"11        ",Male,17,Left-Handed,171,27,141,1,Car,11,.532,56,Soccer,561,572,556,732,138,385,20,"Same length",7,8,"Ring finger",August,Fall,No,No,"Rice/Noodle dishes",Water,History,6,8,4,"Yes - other",,210,225,5,10,4,8,22,4,5,5,4,7,0,9,"A lot","Graduate degree",Country,"Super strength",Rich,"Religious figure",Religious
USA,VA,2025,"11        ",Male,17,Right-Handed,170,25.4,,1.5,Walk,15-20,.124,40,"Football (American)",800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2025,"12        ",Female,18,Right-Handed,168,24.5,158,1,Car,25,0.363,36,Other,500,700,400,400,200,300,24.5,"Same length",70,70,"Same length",October,Spring,Yes,No,Soups,"Soft drink (caffeinated)",Music,8,13,5,"Yes - other","In person",25,56,6,1,2,4,.5,1,1,.5,5,4,0,1.5,Some,"Graduate degree",Gospel,"Freeze time",Happy,Relative,Religious
USA,NC,2025,"11        ",Female,15,Right-Handed,165.1,25,167.6,1,Car,7,0.338,45,Baseball/Softball,1000,1000,1000,1000,150,850,25,"Same length",70,60,"Ring finger",September,Fall,No,No,Fruit,Water,"Mathematics and statistics",9,8,5,"Yes - broadband connection","Text messaging",20,25,5,1,1,5,20,0,30,2,40,10,0,8,Some,"High school",Country,Telepathy,Rich,Relative,Religious
USA,CA,2025,"12        ",Female,18,Right-Handed,157.5,17,152.4,1,Car,28,.475,35,Soccer,840,540,1000,1000,0,198,152.4,"Same length",75,60,"Index finger",November,Summer,No,No,Meat,Water,"Physical education",7,6,5,"Yes - other","Text messaging",418,470,5,0,7,4,10,0,7,12,2,1,0,0,"Very little","Graduate degree",Country,"Freeze time",Happy,Other,"Wildlife, animals"
USA,VT,2025,"10        ",Male,17,Right-Handed,182,27,180,1,Car,8,.333,45,Lacrosse,620,513,160,385,781,1000,27,"Same length",,,"Index finger",October,Fall,Yes,No,Seafood,Water,"Physical education",7,10,5,"Yes - other","Text messaging",10,20,10,0,10,15,16,25,25,2,25,0,0,3,Some,"Graduate degree",Other,Telepathy,Rich,Actor,Health
USA,NC,2025,"12        ",Female,18,Right-Handed,175,25,,1,Car,20,0.433,34,Basketball,700,200,900,900,300,500,25,"Right foot",85,75,"Index finger",October,Summer,No,No,Fruit,Water,"Physical education",7,8,5,"Yes - dial-up connection","In person",40,75,12,.5,4,3,5,0,4,4,4,0,20,10,Some,"Graduate degree",Country,Fly,Happy,"Doctor or nurse","International aid"
USA,NC,2025,"11        ",Male,15,Right-Handed,180,28,193,1,Car,13,0.335,57,Tennis,497,503,754,759,1000,1000,27,"Right foot",80,80,"Same length",September,Spring,Yes,No,Meat,Water,"Mathematics and statistics",8,8,4,"Yes - broadband connection","Text messaging",70,83,40,15,2,30,14,10,6,7,60,15,20,10,None,"Some college",Country,Fly,Happy,Relative,Religious
USA,SC,2025,"11        ",Female,17,Left-Handed,152.4,23.6,156.7,1,Car,15,0.307,30,None,1000,500,200,100,500,1000,23.7,"Left foot",63.5,76.2,"Ring finger",August,Summer,Yes,No,"Rice/Noodle dishes",Water,History,7,10,4,"Yes - broadband connection",,50,70,3,49,4,4,0,2,133,45,100,3,30,1,Some,"Graduate degree",Country,Telepathy,Rich,Relative,Environment
USA,CA,2025,"12        ",Female,17,Left-Handed,155,14,,1,Car,3,0.147,28,None,1000,1000,1000,1000,200,900,14,"Right foot",65,70,"Ring finger",April,Winter,No,No,Breads/Sandwiches,Water,Art,6,9,5,"Yes - broadband connection","Text messaging",30,30,0,0,0.5,7,0,0,9,5,1,2,0,1,Some,"Graduate degree",Other,Telepathy,Happy,Relative,"Wildlife, animals"
USA,NC,2025,"10        ",Male,16,Right-Handed,164,23.5,162,2,Bus,20,0.308,34,Swimming,1000,3535,818,401,246,225,23.5,"Same length",80,85,"Ring finger",September,Summer,No,No,Other,Coffee,"Computers and technology",4,8,5,"Yes - broadband connection","Text messaging",40,45,30,10,10,30,4,20,40,3,90,6,0,10,Some,"Graduate degree","Heavy metal",Fly,Rich,Relative,"Wildlife, animals"
